"TICKET","TRANSACTION DATE","TRANSACTION TYPE","DETAILS","INSTRUMENT","PRICE","UNITS","DIRECTION","SPREAD COST","STOP LOSS","GUARANTEED STOP LOSS","TAKE PROFIT","TRAILING STOP","FINANCING","COMMISSION","GSL FEE","GSL PREMIUM","CONVERSION RATE","PL","AMOUNT","BALANCE"
"367","2025-07-08 16:30:07 +07","ORDER_FILL","MARKET_ORDER","GBP/JPY","198.86200","198.00","Sell","0.0217","","","","","0.00000","0.0000","0.0000","","","0.00000","","8734.88"
"368","2025-07-08 16:30:07 +07","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","132.00","Sell","","","","","","","","","","","","",""
"369","2025-07-08 16:30:07 +07","ORDER_FILL","MARKET_ORDER","GBP/JPY","198.86200","132.00","Sell","0.0145","","","","","0.00000","0.0000","0.0000","","","0.00000","","8734.88"
"370","2025-07-08 16:45:11 +07","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","33481.00","Sell","","","","","","","","","","","","",""
"371","2025-07-08 16:45:11 +07","ORDER_FILL","MARKET_ORDER","EUR/USD","1.17410","33481.00","Sell","1.3392","","","","","0.00000","0.0000","0.0000","","","0.00000","","8734.88"
"372","2025-07-08 16:45:11 +07","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","33481.00","Sell","","","","","","","","","","","","",""
"373","2025-07-08 16:45:11 +07","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"374","2025-07-08 17:45:11 +07","MARKET_ORDER","POSITION_CLOSEOUT","EUR/USD","","33371.00","Sell","","","","","","","","","","","","",""
"375","2025-07-08 17:45:11 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","EUR/USD","1.17267","33371.00","Sell","1.6686","","","","","0.00000","0.0000","0.0000","","1.0000","-111.12540","","8623.76"
"376","2025-07-08 17:45:11 +07","MARKET_ORDER","POSITION_CLOSEOUT","EUR/USD","","33481.00","Buy","","","","","","","","","","","","",""
"377","2025-07-08 17:45:11 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","EUR/USD","1.17277","33481.00","Buy","1.6740","","","","","0.00000","0.0000","0.0000","","1.0000","44.52970","","8668.29"
"378","2025-07-08 19:00:12 +07","MARKET_ORDER","CLIENT_ORDER","ETH/USD","","2.00","Buy","","","","","","","","","","","","",""
"379","2025-07-08 19:00:12 +07","ORDER_FILL","MARKET_ORDER","ETH/USD","2579.09000","2.00","Buy","2.8600","","","","","0.00000","0.0000","0.0000","","","0.00000","","8668.29"
"380","2025-07-08 19:00:13 +07","MARKET_ORDER","CLIENT_ORDER","ETH/USD","","2.00","Buy","","","","","","","","","","","","",""
"381","2025-07-08 19:00:13 +07","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"382","2025-07-08 19:00:13 +07","MARKET_ORDER","CLIENT_ORDER","ETH/USD","","2.00","Buy","","","","","","","","","","","","",""
"383","2025-07-08 19:00:13 +07","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"384","2025-07-08 19:00:13 +07","MARKET_ORDER","CLIENT_ORDER","ETH/USD","","2.00","Buy","","","","","","","","","","","","",""
"385","2025-07-08 19:00:13 +07","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"386","2025-07-08 19:15:06 +07","MARKET_ORDER","CLIENT_ORDER","USD/CAD","","28550.00","Buy","","","","","","","","","","","","",""
"387","2025-07-08 19:15:06 +07","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"388","2025-07-08 19:15:06 +07","MARKET_ORDER","CLIENT_ORDER","USD/CAD","","28550.00","Buy","","","","","","","","","","","","",""
"389","2025-07-08 19:15:06 +07","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"390","2025-07-08 21:00:20 +07","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","28796.00","Sell","","","","","","","","","","","","",""
"391","2025-07-08 21:00:20 +07","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"392","2025-07-08 21:00:20 +07","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","28796.00","Sell","","","","","","","","","","","","",""
"393","2025-07-08 21:00:20 +07","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"394","2025-07-08 21:00:26 +07","MARKET_ORDER","CLIENT_ORDER","USD/THB","","1197.00","Buy","","","","","","","","","","","","",""
"395","2025-07-08 21:00:26 +07","ORDER_FILL","MARKET_ORDER","USD/THB","32.59300","1197.00","Buy","0.4409","","","","","0.00000","0.0000","0.0000","","","0.00000","","8668.29"
"396","2025-07-08 21:00:26 +07","MARKET_ORDER","CLIENT_ORDER","USD/THB","","798.00","Buy","","","","","","","","","","","","",""
"397","2025-07-08 21:00:26 +07","ORDER_FILL","MARKET_ORDER","USD/THB","32.59300","798.00","Buy","0.2939","","","","","0.00000","0.0000","0.0000","","","0.00000","","8668.29"
"398","2025-07-08 21:14:42 +07","MARKET_ORDER","TRADE_CLOSE","USD/CHF","","49332.00","Buy","","","","","","","","","","","","",""
"399","2025-07-08 21:14:42 +07","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","USD/CHF","0.79915","49332.00","Buy","4.3215","","","","","0.00000","0.0000","0.0000","","1.2577","-205.36790","","8462.92"
"400","2025-07-08 21:14:45 +07","MARKET_ORDER","TRADE_CLOSE","USD/CHF","","49332.00","Buy","","","","","","","","","","","","",""
"401","2025-07-08 21:14:45 +07","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","USD/CHF","0.79915","49332.00","Buy","4.0128","","","","","0.00000","0.0000","0.0000","","1.2577","-205.36660","","8257.55"
"402","2025-07-08 21:14:53 +07","MARKET_ORDER","TRADE_CLOSE","USD/CHF","","48264.00","Sell","","","","","","","","","","","","",""
"403","2025-07-08 21:14:53 +07","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","USD/CHF","0.79903","48264.00","Sell","3.6239","","","","","0.00000","0.0000","0.0000","","1.2452","114.18370","","8371.74"
"404","2025-07-08 21:15:09 +07","MARKET_ORDER","TRADE_CLOSE","USD/THB","","798.00","Sell","","","","","","","","","","","","",""
"405","2025-07-08 21:15:09 +07","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","USD/THB","32.60100","798.00","Sell","0.2447","","","","","0.00000","0.0000","0.0000","","0.0305","0.19480","","8371.93"
"406","2025-07-08 21:15:12 +07","MARKET_ORDER_REJECT","TRADE_CLOSE","","","","","","","","","","","","","","","","",""
"407","2025-07-08 21:15:15 +07","MARKET_ORDER","TRADE_CLOSE","USD/THB","","1197.00","Sell","","","","","","","","","","","","",""
"408","2025-07-08 21:15:15 +07","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","USD/THB","32.60100","1197.00","Sell","0.3671","","","","","0.00000","0.0000","0.0000","","0.0305","0.29220","","8372.22"
"409","2025-07-08 21:15:16 +07","MARKET_ORDER_REJECT","TRADE_CLOSE","","","","","","","","","","","","","","","","",""
"410","2025-07-08 21:15:21 +07","MARKET_ORDER","TRADE_CLOSE","ETH/USD","","2.00","Sell","","","","","","","","","","","","",""
"411","2025-07-08 21:15:21 +07","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","ETH/USD","2577.78000","2.00","Sell","2.9600","","","","","0.00000","0.0000","0.0000","","1.0000","-2.62000","","8369.60"
"412","2025-07-08 21:15:22 +07","MARKET_ORDER_REJECT","TRADE_CLOSE","","","","","","","","","","","","","","","","",""
"413","2025-07-08 21:15:25 +07","MARKET_ORDER","TRADE_CLOSE","GBP/JPY","","132.00","Buy","","","","","","","","","","","","",""
"414","2025-07-08 21:15:25 +07","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","GBP/JPY","198.76800","132.00","Buy","0.0166","","","","","0.00000","0.0000","0.0000","","0.0068","0.08410","","8369.69"
"415","2025-07-08 21:15:27 +07","MARKET_ORDER_REJECT","TRADE_CLOSE","","","","","","","","","","","","","","","","",""
"416","2025-07-08 21:15:29 +07","MARKET_ORDER","TRADE_CLOSE","GBP/JPY","","198.00","Buy","","","","","","","","","","","","",""
"417","2025-07-08 21:15:29 +07","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","GBP/JPY","198.76500","198.00","Buy","0.0229","","","","","0.00000","0.0000","0.0000","","0.0068","0.13010","","8369.82"
"418","2025-07-08 21:15:30 +07","MARKET_ORDER_REJECT","TRADE_CLOSE","","","","","","","","","","","","","","","","",""
"419","2025-07-08 21:15:33 +07","MARKET_ORDER","TRADE_CLOSE","GBP/JPY","","194.00","Buy","","","","","","","","","","","","",""
"420","2025-07-08 21:15:33 +07","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","GBP/JPY","198.76200","194.00","Buy","0.0198","","","","","0.00000","0.0000","0.0000","","0.0068","0.18400","","8370.00"
"421","2025-07-08 21:15:37 +07","MARKET_ORDER","TRADE_CLOSE","GBP/JPY","","194.00","Sell","","","","","","","","","","","","",""
"422","2025-07-08 21:15:37 +07","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","GBP/JPY","198.70900","194.00","Sell","0.0225","","","","","0.00000","0.0000","0.0000","","0.0068","-0.66780","","8369.33"
"423","2025-07-08 21:15:46 +07","MARKET_ORDER","TRADE_CLOSE","GBP/JPY","","194.00","Buy","","","","","","","","","","","","",""
"424","2025-07-08 21:15:46 +07","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","GBP/JPY","198.74400","194.00","Buy","0.0231","","","","","0.00000","0.0000","0.0000","","0.0068","-0.26290","","8369.07"
"425","2025-07-08 22:00:03 +07","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","32209.00","Sell","","","","","","","","","","","","",""
"426","2025-07-08 22:00:03 +07","ORDER_FILL","MARKET_ORDER","EUR/USD","1.16934","32209.00","Sell","1.4494","","","","","0.00000","0.0000","0.0000","","","0.00000","","8369.07"
"427","2025-07-08 22:00:03 +07","MARKET_ORDER","CLIENT_ORDER","USD/CAD","","27512.00","Buy","","","","","","","","","","","","",""
"428","2025-07-08 22:00:03 +07","ORDER_FILL","MARKET_ORDER","USD/CAD","1.36859","27512.00","Buy","1.2062","","","","","0.00000","0.0000","0.0000","","","0.00000","","8369.07"
"429","2025-07-08 22:00:04 +07","MARKET_ORDER","CLIENT_ORDER","AUD/USD","","57834.00","Sell","","","","","","","","","","","","",""
"430","2025-07-08 22:00:04 +07","ORDER_FILL","MARKET_ORDER","AUD/USD","0.65159","57834.00","Sell","2.0242","","","","","0.00000","0.0000","0.0000","","","0.00000","","8369.07"
"431","2025-07-09 00:15:06 +07","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","32129.00","Buy","","","","","","","","","","","","",""
"432","2025-07-09 00:15:06 +07","ORDER_FILL","MARKET_ORDER","EUR/USD","1.17207","32129.00","Buy","1.7671","","","","","0.00000","0.0000","0.0000","","","0.00000","","8369.07"
"433","2025-07-09 01:15:08 +07","MARKET_ORDER","POSITION_CLOSEOUT","EUR/USD","","32129.00","Sell","","","","","","","","","","","","",""
"434","2025-07-09 01:15:08 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","EUR/USD","1.17231","32129.00","Sell","1.6064","","","","","0.00000","0.0000","0.0000","","1.0000","7.71100","","8376.78"
"435","2025-07-09 01:15:08 +07","MARKET_ORDER","POSITION_CLOSEOUT","EUR/USD","","32209.00","Buy","","","","","","","","","","","","",""
"436","2025-07-09 01:15:08 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","EUR/USD","1.17241","32209.00","Buy","1.6104","","","","","0.00000","0.0000","0.0000","","1.0000","-98.88160","","8277.90"
"437","2025-07-09 02:00:07 +07","MARKET_ORDER","POSITION_CLOSEOUT","USD/CAD","","27512.00","Sell","","","","","","","","","","","","",""
"438","2025-07-09 02:00:07 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","USD/CAD","1.36762","27512.00","Sell","1.3075","","","","","0.00000","0.0000","0.0000","","0.7348","-19.60980","","8258.29"
"439","2025-07-09 02:00:20 +07","MARKET_ORDER","POSITION_CLOSEOUT","AUD/USD","","57834.00","Buy","","","","","","","","","","","","",""
"440","2025-07-09 02:00:20 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","AUD/USD","0.65301","57834.00","Buy","2.6025","","","","","0.00000","0.0000","0.0000","","1.0000","-82.12430","","8176.17"
"441","2025-07-09 09:15:05 +07","MARKET_ORDER","CLIENT_ORDER","AUD/USD","","56255.00","Buy","","","","","","","","","","","","",""
"442","2025-07-09 09:15:05 +07","ORDER_FILL","MARKET_ORDER","AUD/USD","0.65362","56255.00","Buy","3.0940","","","","","0.00000","0.0000","0.0000","","","0.00000","","8176.17"
"443","2025-07-09 10:00:09 +07","MARKET_ORDER","CLIENT_ORDER","AUD/USD","","56475.00","Sell","","","","","","","","","","","","",""
"444","2025-07-09 10:00:09 +07","ORDER_FILL","MARKET_ORDER","AUD/USD","0.65189","56475.00","Sell","2.5414","","","","","0.00000","0.0000","0.0000","","","0.00000","","8176.17"
"445","2025-07-09 10:00:14 +07","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","31420.00","Sell","","","","","","","","","","","","",""
"446","2025-07-09 10:00:14 +07","ORDER_FILL","MARKET_ORDER","EUR/USD","1.17110","31420.00","Sell","1.4139","","","","","0.00000","0.0000","0.0000","","","0.00000","","8176.17"
"447","2025-07-09 11:00:07 +07","MARKET_ORDER","POSITION_CLOSEOUT","EUR/USD","","31420.00","Buy","","","","","","","","","","","","",""
"448","2025-07-09 11:00:07 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","EUR/USD","1.17049","31420.00","Buy","1.7281","","","","","0.00000","0.0000","0.0000","","1.0000","19.16620","","8195.33"
"449","2025-07-09 11:00:07 +07","MARKET_ORDER","POSITION_CLOSEOUT","AUD/USD","","56255.00","Sell","","","","","","","","","","","","",""
"450","2025-07-09 11:00:07 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","AUD/USD","0.65219","56255.00","Sell","2.5315","","","","","0.00000","0.0000","0.0000","","1.0000","-80.44460","","8114.89"
"451","2025-07-09 11:00:07 +07","MARKET_ORDER","POSITION_CLOSEOUT","AUD/USD","","56475.00","Buy","","","","","","","","","","","","",""
"452","2025-07-09 11:00:07 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","AUD/USD","0.65228","56475.00","Buy","2.5414","","","","","0.00000","0.0000","0.0000","","1.0000","-22.02520","","8092.86"
"453","2025-07-09 11:45:11 +07","MARKET_ORDER","CLIENT_ORDER","AUD/USD","","55698.00","Buy","","","","","","","","","","","","",""
"454","2025-07-09 11:45:11 +07","ORDER_FILL","MARKET_ORDER","AUD/USD","0.65343","55698.00","Buy","2.5064","","","","","0.00000","0.0000","0.0000","","","0.00000","","8092.86"
"455","2025-07-09 12:45:08 +07","MARKET_ORDER","POSITION_CLOSEOUT","AUD/USD","","55698.00","Sell","","","","","","","","","","","","",""
"456","2025-07-09 12:45:08 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","AUD/USD","0.65400","55698.00","Sell","2.7849","","","","","0.00000","0.0000","0.0000","","1.0000","31.74790","","8124.61"
"457","2025-07-09 12:45:09 +07","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","26889.00","Buy","","","","","","","","","","","","",""
"458","2025-07-09 12:45:09 +07","ORDER_FILL","MARKET_ORDER","GBP/USD","1.35951","26889.00","Buy","2.1511","","","","","0.00000","0.0000","0.0000","","","0.00000","","8124.61"
"459","2025-07-09 12:45:10 +07","MARKET_ORDER","CLIENT_ORDER","USD/CHF","","45905.00","Sell","","","","","","","","","","","","",""
"460","2025-07-09 12:45:10 +07","ORDER_FILL","MARKET_ORDER","USD/CHF","0.79670","45905.00","Sell","4.0330","","","","","0.00000","0.0000","0.0000","","","0.00000","","8124.61"
"461","2025-07-09 12:45:11 +07","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","31190.00","Buy","","","","","","","","","","","","",""
"462","2025-07-09 12:45:11 +07","ORDER_FILL","MARKET_ORDER","EUR/USD","1.17210","31190.00","Buy","1.4036","","","","","0.00000","0.0000","0.0000","","","0.00000","","8124.61"
"463","2025-07-09 13:45:07 +07","MARKET_ORDER","POSITION_CLOSEOUT","GBP/USD","","26889.00","Sell","","","","","","","","","","","","",""
"464","2025-07-09 13:45:07 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","GBP/USD","1.35874","26889.00","Sell","2.1511","","","","","0.00000","0.0000","0.0000","","1.0000","-20.70450","","8103.91"
"465","2025-07-09 13:45:07 +07","MARKET_ORDER","POSITION_CLOSEOUT","EUR/USD","","31190.00","Sell","","","","","","","","","","","","",""
"466","2025-07-09 13:45:07 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","EUR/USD","1.17180","31190.00","Sell","1.5595","","","","","0.00000","0.0000","0.0000","","1.0000","-9.35700","","8094.55"
"467","2025-07-09 13:45:11 +07","MARKET_ORDER","POSITION_CLOSEOUT","USD/CHF","","45905.00","Buy","","","","","","","","","","","","",""
"468","2025-07-09 13:45:11 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","USD/CHF","0.79675","45905.00","Buy","3.7453","","","","","0.00000","0.0000","0.0000","","1.2615","-2.89540","","8091.65"
"469","2025-07-09 15:00:09 +07","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","183.00","Sell","","","","","","","","","","","","",""
"470","2025-07-09 15:00:09 +07","ORDER_FILL","MARKET_ORDER","GBP/JPY","199.49200","183.00","Sell","0.0206","","","","","0.00000","0.0000","0.0000","","","0.00000","","8091.65"
"471","2025-07-09 15:00:09 +07","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","31104.00","Sell","","","","","","","","","","","","",""
"472","2025-07-09 15:00:09 +07","ORDER_FILL","MARKET_ORDER","EUR/USD","1.17076","31104.00","Sell","1.5552","","","","","0.00000","0.0000","0.0000","","","0.00000","","8091.65"
"473","2025-07-09 16:00:20 +07","MARKET_ORDER","POSITION_CLOSEOUT","EUR/USD","","31104.00","Buy","","","","","","","","","","","","",""
"474","2025-07-09 16:00:20 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","EUR/USD","1.17139","31104.00","Buy","1.7107","","","","","0.00000","0.0000","0.0000","","1.0000","-19.59550","","8072.06"
"475","2025-07-09 20:30:05 +07","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","31006.00","Buy","","","","","","","","","","","","",""
"476","2025-07-09 20:30:05 +07","ORDER_FILL","MARKET_ORDER","EUR/USD","1.17142","31006.00","Buy","1.5503","","","","","0.00000","0.0000","0.0000","","","0.00000","","8072.06"
"477","2025-07-09 20:45:21 +07","MARKET_ORDER","CLIENT_ORDER","AUD/USD","","55531.00","Buy","","","","","","","","","","","","",""
"478","2025-07-09 20:45:21 +07","ORDER_FILL","MARKET_ORDER","AUD/USD","0.65372","55531.00","Buy","1.9436","","","","","0.00000","0.0000","0.0000","","","0.00000","","8072.06"
"479","2025-07-09 21:00:24 +07","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","183.00","Sell","","","","","","","","","","","","",""
"480","2025-07-09 21:00:24 +07","ORDER_FILL","MARKET_ORDER","GBP/JPY","198.96100","183.00","Sell","0.0162","","","","","0.00000","0.0000","0.0000","","","0.00000","","8072.06"
"481","2025-07-09 21:30:27 +07","MARKET_ORDER","POSITION_CLOSEOUT","EUR/USD","","31006.00","Sell","","","","","","","","","","","","",""
"482","2025-07-09 21:30:27 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","EUR/USD","1.17183","31006.00","Sell","1.7053","","","","","0.00000","0.0000","0.0000","","1.0000","12.71250","","8084.77"
"483","2025-07-09 21:45:09 +07","MARKET_ORDER","POSITION_CLOSEOUT","AUD/USD","","55531.00","Sell","","","","","","","","","","","","",""
"484","2025-07-09 21:45:09 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","AUD/USD","0.65358","55531.00","Sell","2.7766","","","","","0.00000","0.0000","0.0000","","1.0000","-7.77430","","8077.00"
"485","2025-07-09 22:00:11 +07","MARKET_ORDER","POSITION_CLOSEOUT","GBP/JPY","","366.00","Buy","","","","","","","","","","","","",""
"486","2025-07-09 22:00:11 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","GBP/JPY","199.05400","366.00","Buy","0.0374","","","","","0.00000","0.0000","0.0000","","0.0068","0.42770","","8077.42"
"487","2025-07-10 06:30:05 +07","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","183.00","Sell","","","","","","","","","","","","",""
"488","2025-07-10 06:30:05 +07","ORDER_FILL","MARKET_ORDER","GBP/JPY","198.56400","183.00","Sell","0.0194","","","","","0.00000","0.0000","0.0000","","","0.00000","","8077.42"
"489","2025-07-10 07:00:41 +07","MARKET_ORDER","CLIENT_ORDER","USD/THB","","1115.00","Sell","","","","","","","","","","","","",""
"490","2025-07-10 07:00:41 +07","ORDER_FILL","MARKET_ORDER","USD/THB","32.61300","1115.00","Sell","0.3247","","","","","0.00000","0.0000","0.0000","","","0.00000","","8077.42"
"491","2025-07-10 07:30:04 +07","MARKET_ORDER","POSITION_CLOSEOUT","GBP/JPY","","183.00","Buy","","","","","","","","","","","","",""
"492","2025-07-10 07:30:04 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","GBP/JPY","198.50600","183.00","Buy","0.0201","","","","","0.00000","0.0000","0.0000","","0.0068","0.07240","","8077.50"
"493","2025-07-10 11:30:06 +07","MARKET_ORDER","CLIENT_ORDER","AUD/USD","","55630.00","Sell","","","","","","","","","","","","",""
"494","2025-07-10 11:30:06 +07","ORDER_FILL","MARKET_ORDER","AUD/USD","0.65380","55630.00","Sell","2.7815","","","","","0.00000","0.0000","0.0000","","","0.00000","","8077.50"
"495","2025-07-10 12:30:07 +07","MARKET_ORDER","POSITION_CLOSEOUT","AUD/USD","","55630.00","Buy","","","","","","","","","","","","",""
"496","2025-07-10 12:30:07 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","AUD/USD","0.65464","55630.00","Buy","2.2252","","","","","0.00000","0.0000","0.0000","","1.0000","-46.72920","","8030.77"
"497","2025-07-10 13:15:06 +07","MARKET_ORDER","CLIENT_ORDER","AUD/USD","","55115.00","Buy","","","","","","","","","","","","",""
"498","2025-07-10 13:15:06 +07","ORDER_FILL","MARKET_ORDER","AUD/USD","0.65528","55115.00","Buy","1.9290","","","","","0.00000","0.0000","0.0000","","","0.00000","","8030.77"
"499","2025-07-10 13:30:06 +07","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","26538.00","Buy","","","","","","","","","","","","",""
"500","2025-07-10 13:30:06 +07","ORDER_FILL","MARKET_ORDER","GBP/USD","1.36166","26538.00","Buy","1.9904","","","","","0.00000","0.0000","0.0000","","","0.00000","","8030.77"
"501","2025-07-10 13:45:08 +07","MARKET_ORDER","CLIENT_ORDER","USD/CHF","","45447.00","Buy","","","","","","","","","","","","",""
"502","2025-07-10 13:45:08 +07","ORDER_FILL","MARKET_ORDER","USD/CHF","0.79490","45447.00","Buy","3.7166","","","","","0.00000","0.0000","0.0000","","","0.00000","","8030.77"
"503","2025-07-10 14:15:08 +07","MARKET_ORDER","POSITION_CLOSEOUT","AUD/USD","","55115.00","Sell","","","","","","","","","","","","",""
"504","2025-07-10 14:15:08 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","AUD/USD","0.65574","55115.00","Sell","1.9290","","","","","0.00000","0.0000","0.0000","","1.0000","25.35290","","8056.12"
"505","2025-07-10 14:30:06 +07","MARKET_ORDER","CLIENT_ORDER","USD/CAD","","26535.00","Sell","","","","","","","","","","","","",""
"506","2025-07-10 14:30:06 +07","ORDER_FILL","MARKET_ORDER","USD/CAD","1.36650","26535.00","Sell","1.2621","","","","","0.00000","0.0000","0.0000","","","0.00000","","8056.12"
"507","2025-07-10 14:30:06 +07","MARKET_ORDER","POSITION_CLOSEOUT","GBP/USD","","26538.00","Sell","","","","","","","","","","","","",""
"508","2025-07-10 14:30:06 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","GBP/USD","1.36139","26538.00","Sell","2.1230","","","","","0.00000","0.0000","0.0000","","1.0000","-7.16530","","8048.95"
"509","2025-07-10 14:45:06 +07","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","30888.00","Sell","","","","","","","","","","","","",""
"510","2025-07-10 14:45:06 +07","ORDER_FILL","MARKET_ORDER","EUR/USD","1.17273","30888.00","Sell","1.5444","","","","","0.00000","0.0000","0.0000","","","0.00000","","8048.95"
"511","2025-07-10 14:45:06 +07","MARKET_ORDER","POSITION_CLOSEOUT","USD/CHF","","45447.00","Sell","","","","","","","","","","","","",""
"512","2025-07-10 14:45:06 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","USD/CHF","0.79477","45447.00","Sell","3.4307","","","","","0.00000","0.0000","0.0000","","1.2644","-7.47030","","8041.48"
"513","2025-07-10 15:30:06 +07","MARKET_ORDER","POSITION_CLOSEOUT","USD/CAD","","26535.00","Buy","","","","","","","","","","","","",""
"514","2025-07-10 15:30:06 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","USD/CAD","1.36753","26535.00","Buy","1.5524","","","","","0.00000","0.0000","0.0000","","0.7349","-20.08680","","8021.40"
"515","2025-07-10 15:45:10 +07","MARKET_ORDER","POSITION_CLOSEOUT","EUR/USD","","30888.00","Buy","","","","","","","","","","","","",""
"516","2025-07-10 15:45:10 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","EUR/USD","1.17290","30888.00","Buy","1.3900","","","","","0.00000","0.0000","0.0000","","1.0000","-5.25100","","8016.15"
"517","2025-07-10 17:30:06 +07","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","181.00","Sell","","","","","","","","","","","","",""
"518","2025-07-10 17:30:06 +07","ORDER_FILL","MARKET_ORDER","GBP/JPY","198.82500","181.00","Sell","0.0211","","","","","0.00000","0.0000","0.0000","","","0.00000","","8016.15"
"519","2025-07-10 17:45:10 +07","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","26524.00","Sell","","","","","","","","","","","","",""
"520","2025-07-10 17:45:10 +07","ORDER_FILL","MARKET_ORDER","GBP/USD","1.36016","26524.00","Sell","1.7241","","","","","0.00000","0.0000","0.0000","","","0.00000","","8016.15"
"521","2025-07-10 18:30:09 +07","MARKET_ORDER","POSITION_CLOSEOUT","GBP/JPY","","181.00","Buy","","","","","","","","","","","","",""
"522","2025-07-10 18:30:09 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","GBP/JPY","198.67900","181.00","Buy","0.0186","","","","","0.00000","0.0000","0.0000","","0.0068","0.17980","","8016.33"
"523","2025-07-10 18:45:05 +07","MARKET_ORDER","CLIENT_ORDER","USD/CHF","","45324.00","Buy","","","","","","","","","","","","",""
"524","2025-07-10 18:45:05 +07","ORDER_FILL","MARKET_ORDER","USD/CHF","0.79564","45324.00","Buy","3.4182","","","","","0.00000","0.0000","0.0000","","","0.00000","","8016.33"
"525","2025-07-10 18:45:06 +07","MARKET_ORDER","POSITION_CLOSEOUT","GBP/USD","","26524.00","Buy","","","","","","","","","","","","",""
"526","2025-07-10 18:45:06 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","GBP/USD","1.35802","26524.00","Buy","2.2545","","","","","0.00000","0.0000","0.0000","","1.0000","56.76140","","8073.09"
