"TICKET","TRANSACTION DATE","TRANSACTION TYPE","DETAILS","INSTRUMENT","PRICE","UNITS","DIRECTION","SPREAD COST","STOP LOSS","GUARANTEED STOP LOSS","TAKE PROFIT","TRAILING STOP","FINANCING","COMMISSION","GSL FEE","GSL PREMIUM","CONVERSION RATE","PL","AMOUNT","BALANCE"
"1","2025-06-19 07:16:52 +07","CREATE","","","","","","","","","","","","","","","","","",""
"2","2025-06-19 07:16:52 +07","CLIENT_CONFIGURE","","","","","","","","","","","","","","","","","",""
"3","2025-06-19 07:16:54 +07","TRANSFER_FUNDS","","","","","","","","","","","","","","","","","100000.00","100000.00"
"4","2025-06-19 10:52:50 +07","TRANSFER_FUNDS","","","","","","","","","","","","","","","","","-90000.00","10000.00"
"5","2025-06-20 14:52:59 +07","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","59346.00","Buy","","","","","","","","","","","","",""
"6","2025-06-20 14:52:59 +07","ORDER_FILL","MARKET_ORDER","GBP/USD","1.34782","59346.00","Buy","4.7477","","","","","0.00000","0.0000","0.0000","","","0.00000","","10000.00"
"7","2025-06-20 14:53:37 +07","MARKET_ORDER","TRADE_CLOSE","GBP/USD","","59346.00","Sell","","","","","","","","","","","","",""
"8","2025-06-20 14:53:37 +07","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","GBP/USD","1.34776","59346.00","Sell","3.5608","","","","","0.00000","0.0000","0.0000","","1.0000","-3.56080","","9996.44"
"9","2025-06-23 08:49:09 +07","MARKET_ORDER_REJECT","CLIENT_ORDER","GBP/USD","","212282.90","","","","","","","","","","","","","",""
"10","2025-06-23 08:49:10 +07","MARKET_ORDER_REJECT","CLIENT_ORDER","GBP/USD","","212282.90","","","","","","","","","","","","","",""
"11","2025-06-23 08:49:12 +07","MARKET_ORDER_REJECT","CLIENT_ORDER","GBP/USD","","212282.90","","","","","","","","","","","","","",""
"12","2025-06-23 10:26:50 +07","MARKET_ORDER_REJECT","CLIENT_ORDER","GBP/USD","","212371.52","","","","","","","","","","","","","",""
"13","2025-06-23 10:26:51 +07","MARKET_ORDER_REJECT","CLIENT_ORDER","GBP/USD","","212371.52","","","","","","","","","","","","","",""
"14","2025-06-23 10:26:53 +07","MARKET_ORDER_REJECT","CLIENT_ORDER","GBP/USD","","212371.52","","","","","","","","","","","","","",""
"15","2025-06-23 17:55:17 +07","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","213016.00","Sell","","","","","","","","","","","","",""
"16","2025-06-23 17:55:17 +07","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"17","2025-06-23 18:27:33 +07","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","213032.00","Sell","","","","","","","","","","","","",""
"18","2025-06-23 18:27:33 +07","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"19","2025-06-23 19:35:16 +07","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","22423.00","Sell","","","","","","","","","","","","",""
"20","2025-06-23 19:35:16 +07","ORDER_FILL","MARKET_ORDER","GBP/USD","1.33762","22423.00","Sell","1.9060","","","","","0.00000","0.0000","0.0000","","","0.00000","","9996.44"
"21","2025-06-23 19:35:40 +07","MARKET_ORDER","TRADE_CLOSE","GBP/USD","","22423.00","Buy","","","","","","","","","","","","",""
"22","2025-06-23 19:35:40 +07","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","GBP/USD","1.33776","22423.00","Buy","1.7938","","","","","0.00000","0.0000","0.0000","","1.0000","-3.13920","","9993.30"
"23","2025-06-25 16:55:01 +07","MARKET_ORDER","CLIENT_ORDER","AUD/USD","","46130.00","Buy","","","","","","","","","","","","",""
"24","2025-06-25 16:55:01 +07","ORDER_FILL","MARKET_ORDER","AUD/USD","0.64949","46130.00","Buy","1.8452","","","","","0.00000","0.0000","0.0000","","","0.00000","","9993.30"
"25","2025-06-25 16:55:24 +07","MARKET_ORDER","TRADE_CLOSE","AUD/USD","","46130.00","Sell","","","","","","","","","","","","",""
"26","2025-06-25 16:55:24 +07","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","AUD/USD","0.64940","46130.00","Sell","2.3065","","","","","0.00000","0.0000","0.0000","","1.0000","-4.15170","","9989.15"
"27","2025-06-25 18:26:59 +07","MARKET_ORDER","CLIENT_ORDER","AUD/USD","","46169.00","Sell","","","","","","","","","","","","",""
"28","2025-06-25 18:26:59 +07","ORDER_FILL","MARKET_ORDER","AUD/USD","0.64946","46169.00","Sell","2.0776","","","","","0.00000","0.0000","0.0000","","","0.00000","","9989.15"
"29","2025-06-25 18:46:28 +07","MARKET_ORDER","CLIENT_ORDER","AUD/USD","","46167.00","Sell","","","","","","","","","","","","",""
"30","2025-06-25 18:46:28 +07","ORDER_FILL","MARKET_ORDER","AUD/USD","0.64950","46167.00","Sell","2.0775","","","","","0.00000","0.0000","0.0000","","","0.00000","","9989.15"
"31","2025-06-25 18:50:42 +07","MARKET_ORDER","CLIENT_ORDER","AUD/USD","","46165.00","Sell","","","","","","","","","","","","",""
"32","2025-06-25 18:50:42 +07","ORDER_FILL","MARKET_ORDER","AUD/USD","0.64953","46165.00","Sell","2.3082","","","","","0.00000","0.0000","0.0000","","","0.00000","","9989.15"
"33","2025-06-25 19:05:33 +07","MARKET_ORDER","TRADE_CLOSE","AUD/USD","","46165.00","Buy","","","","","","","","","","","","",""
"34","2025-06-25 19:05:33 +07","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","AUD/USD","0.64953","46165.00","Buy","1.6158","","","","","0.00000","0.0000","0.0000","","","0.00000","","9989.15"
"35","2025-06-25 19:05:37 +07","MARKET_ORDER","TRADE_CLOSE","AUD/USD","","46169.00","Buy","","","","","","","","","","","","",""
"36","2025-06-25 19:05:37 +07","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","AUD/USD","0.64953","46169.00","Buy","1.6159","","","","","0.00000","0.0000","0.0000","","1.0000","-3.23180","","9985.92"
"37","2025-06-25 19:05:42 +07","MARKET_ORDER","TRADE_CLOSE","AUD/USD","","46167.00","Buy","","","","","","","","","","","","",""
"38","2025-06-25 19:05:42 +07","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","AUD/USD","0.64952","46167.00","Buy","1.6158","","","","","0.00000","0.0000","0.0000","","1.0000","-0.92330","","9984.99"
"39","2025-06-26 16:00:02 +07","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","100.00","Buy","","","","","","","","","","","","",""
"40","2025-06-26 16:00:02 +07","ORDER_FILL","MARKET_ORDER","GBP/JPY","197.90000","100.00","Buy","0.0118","","","","","0.00000","0.0000","0.0000","","","0.00000","","9984.99"
"41","2025-06-27 03:10:33 +07","MARKET_ORDER","TRADE_CLOSE","GBP/JPY","","100.00","Sell","","","","","","","","","","","","",""
"42","2025-06-27 03:10:33 +07","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","GBP/JPY","198.23200","100.00","Sell","0.0111","","","","","0.00000","0.0000","0.0000","","0.0069","0.22880","","9985.22"
"43","2025-06-27 06:07:22 +07","MARKET_ORDER","CLIENT_ORDER","NZD/USD","","445858.00","Buy","","","","","","","","","","","","",""
"44","2025-06-27 06:07:22 +07","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"45","2025-06-27 06:44:27 +07","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","174592.00","Sell","","","","","","","","","","","","",""
"46","2025-06-27 06:44:27 +07","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"47","2025-06-27 06:56:29 +07","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","109137.00","Sell","","","","","","","","","","","","",""
"48","2025-06-27 06:56:29 +07","ORDER_FILL","MARKET_ORDER","GBP/USD","1.37257","109137.00","Sell","9.2766","","","","","0.00000","0.0000","0.0000","","","0.00000","","9985.22"
"49","2025-06-27 07:08:40 +07","MARKET_ORDER","TRADE_CLOSE","GBP/USD","","109137.00","Buy","","","","","","","","","","","","",""
"50","2025-06-27 07:08:40 +07","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","GBP/USD","1.37300","109137.00","Buy","10.3680","","","","","0.00000","0.0000","0.0000","","1.0000","-46.92890","","9938.29"
"51","2025-06-27 08:00:01 +07","MARKET_ORDER","CLIENT_ORDER","EUR/JPY","","588.00","Buy","","","","","","","","","","","","",""
"52","2025-06-27 08:00:01 +07","ORDER_FILL","MARKET_ORDER","EUR/JPY","169.13500","588.00","Buy","0.0467","","","","","0.00000","0.0000","0.0000","","","0.00000","","9938.29"
"53","2025-06-27 10:18:17 +07","MARKET_ORDER","CLIENT_ORDER","AUD/USD","","227116.00","Buy","","","","","","","","","","","","",""
"54","2025-06-27 10:18:17 +07","ORDER_FILL","MARKET_ORDER","AUD/USD","0.65596","227116.00","Buy","9.0846","","","","","0.00000","0.0000","0.0000","","","0.00000","","9938.29"
"55","2025-06-27 11:26:43 +07","MARKET_ORDER","TRADE_CLOSE","EUR/JPY","","588.00","Sell","","","","","","","","","","","","",""
"56","2025-06-27 11:26:43 +07","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","EUR/JPY","168.95100","588.00","Sell","0.0631","","","","","0.00000","0.0000","0.0000","","0.0070","-0.75260","","9937.54"
"57","2025-06-27 11:46:47 +07","MARKET_ORDER","TRADE_CLOSE","AUD/USD","","227116.00","Sell","","","","","","","","","","","","",""
"58","2025-06-27 11:46:47 +07","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","AUD/USD","0.65448","227116.00","Sell","10.2202","","","","","0.00000","0.0000","0.0000","","1.0000","-336.13170","","9601.41"
"59","2025-06-27 12:07:14 +07","MARKET_ORDER","CLIENT_ORDER","AUD/USD","","66080.00","Sell","","","","","","","","","","","","",""
"60","2025-06-27 12:07:14 +07","ORDER_FILL","MARKET_ORDER","AUD/USD","0.65425","66080.00","Sell","3.3040","","","","","0.00000","0.0000","0.0000","","","0.00000","","9601.41"
"61","2025-06-27 12:14:30 +07","MARKET_ORDER","TRADE_CLOSE","AUD/USD","","66080.00","Buy","","","","","","","","","","","","",""
"62","2025-06-27 12:14:30 +07","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","AUD/USD","0.65428","66080.00","Buy","2.9736","","","","","0.00000","0.0000","0.0000","","1.0000","-1.98240","","9599.43"
"63","2025-06-27 16:13:30 +07","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","31431.00","Buy","","","","","","","","","","","","",""
"64","2025-06-27 16:13:30 +07","ORDER_FILL","MARKET_ORDER","GBP/USD","1.37415","31431.00","Buy","2.3573","","","","","0.00000","0.0000","0.0000","","","0.00000","","9599.43"
"65","2025-06-27 16:13:49 +07","MARKET_ORDER","TRADE_CLOSE","GBP/USD","","31431.00","Sell","","","","","","","","","","","","",""
"66","2025-06-27 16:13:49 +07","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","GBP/USD","1.37401","31431.00","Sell","2.5145","","","","","0.00000","0.0000","0.0000","","1.0000","-4.40030","","9595.03"
"67","2025-06-27 17:30:06 +07","MARKET_ORDER","CLIENT_ORDER","AUD/USD","","66153.00","Sell","","","","","","","","","","","","",""
"68","2025-06-27 17:30:06 +07","ORDER_FILL","MARKET_ORDER","AUD/USD","0.65309","66153.00","Sell","2.9769","","","","","0.00000","0.0000","0.0000","","","0.00000","","9595.03"
"69","2025-06-27 18:00:06 +07","MARKET_ORDER","CLIENT_ORDER","USD/CAD","","31597.00","Buy","","","","","","","","","","","","",""
"70","2025-06-27 18:00:06 +07","ORDER_FILL","MARKET_ORDER","USD/CAD","1.36617","31597.00","Buy","1.6191","","","","","0.00000","0.0000","0.0000","","","0.00000","","9595.03"
"71","2025-06-27 18:00:09 +07","MARKET_ORDER","CLIENT_ORDER","AUD/USD","","66118.00","Sell","","","","","","","","","","","","",""
"72","2025-06-27 18:00:09 +07","ORDER_FILL","MARKET_ORDER","AUD/USD","0.65344","66118.00","Sell","2.3141","","","","","0.00000","0.0000","0.0000","","","0.00000","","9595.03"
"73","2025-06-27 19:57:12 +07","MARKET_ORDER","TRADE_CLOSE","AUD/USD","","66153.00","Buy","","","","","","","","","","","","",""
"74","2025-06-27 19:57:12 +07","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","AUD/USD","0.65485","66153.00","Buy","3.3076","","","","","0.00000","0.0000","0.0000","","1.0000","-116.42930","","9478.60"
"75","2025-06-27 20:00:00 +07","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","36305.00","Buy","","","","","","","","","","","","",""
"76","2025-06-27 20:00:00 +07","ORDER_FILL","MARKET_ORDER","EUR/USD","1.17477","36305.00","Buy","1.4522","","","","","0.00000","0.0000","0.0000","","","0.00000","","9478.60"
"77","2025-06-28 04:00:00 +07","DAILY_FINANCING","","","","","","","","","","","-3.29350","","","","","","","9475.30"
"","2025-06-28 04:00:00 +07","DAILY_FINANCING","Trade ID: 76","EUR/USD","","","","","","","","","-3.74850","","","","","","",""
"","2025-06-28 04:00:00 +07","DAILY_FINANCING","Trade ID: 70","USD/CAD","","","","","","","","","0.88300","","","","","","",""
"","2025-06-28 04:00:00 +07","DAILY_FINANCING","Trade ID: 72","AUD/USD","","","","","","","","","-0.42800","","","","","","",""
"78","2025-06-29 04:00:00 +07","DAILY_FINANCING","","","","","","","","","","","0.00000","","","","","","","9475.30"
"","2025-06-29 04:00:00 +07","DAILY_FINANCING","Trade ID: 76","EUR/USD","","","","","","","","","0.00000","","","","","","",""
"","2025-06-29 04:00:00 +07","DAILY_FINANCING","Trade ID: 70","USD/CAD","","","","","","","","","0.00000","","","","","","",""
"","2025-06-29 04:00:00 +07","DAILY_FINANCING","Trade ID: 72","AUD/USD","","","","","","","","","0.00000","","","","","","",""
"79","2025-06-30 04:00:00 +07","DAILY_FINANCING","","","","","","","","","","","0.00000","","","","","","","9475.30"
"","2025-06-30 04:00:00 +07","DAILY_FINANCING","Trade ID: 76","EUR/USD","","","","","","","","","0.00000","","","","","","",""
"","2025-06-30 04:00:00 +07","DAILY_FINANCING","Trade ID: 70","USD/CAD","","","","","","","","","0.00000","","","","","","",""
"","2025-06-30 04:00:00 +07","DAILY_FINANCING","Trade ID: 72","AUD/USD","","","","","","","","","0.00000","","","","","","",""
"80","2025-06-30 14:00:09 +07","MARKET_ORDER","CLIENT_ORDER","EUR/JPY","","168.00","Sell","","","","","","","","","","","","",""
"81","2025-06-30 14:00:09 +07","ORDER_FILL","MARKET_ORDER","EUR/JPY","168.93400","168.00","Sell","0.0163","","","","","0.00000","0.0000","0.0000","","","0.00000","","9475.30"
"82","2025-06-30 14:00:18 +07","MARKET_ORDER","CLIENT_ORDER","USD/THB","","876.00","Sell","","","","","","","","","","","","",""
"83","2025-06-30 14:00:18 +07","ORDER_FILL","MARKET_ORDER","USD/THB","32.44800","876.00","Sell","0.3104","","","","","0.00000","0.0000","0.0000","","","0.00000","","9475.30"
"84","2025-06-30 22:00:05 +07","MARKET_ORDER","CLIENT_ORDER","USD/CAD","","31255.00","Sell","","","","","","","","","","","","",""
"85","2025-06-30 22:00:05 +07","ORDER_FILL","MARKET_ORDER","USD/CAD","1.36454","31255.00","Sell","1.6033","","","","","0.00000","0.0000","0.0000","","","0.00000","","9475.30"
"86","2025-06-30 22:00:06 +07","MARKET_ORDER","CLIENT_ORDER","EUR/JPY","","168.00","Buy","","","","","","","","","","","","",""
"87","2025-06-30 22:00:06 +07","ORDER_FILL","MARKET_ORDER","EUR/JPY","169.57100","168.00","Buy","0.0128","","","","","0.00000","0.0000","0.0000","","","0.00000","","9475.30"
"88","2025-07-01 04:00:00 +07","DAILY_FINANCING","","","","","","","","","","","-4.07150","","","","","","","9471.23"
"","2025-07-01 04:00:00 +07","DAILY_FINANCING","Trade ID: 76","EUR/USD","","","","","","","","","-3.71180","","","","","","",""
"","2025-07-01 04:00:00 +07","DAILY_FINANCING","Trade ID: 87","EUR/JPY","","","","","","","","","0.00510","","","","","","",""
"","2025-07-01 04:00:00 +07","DAILY_FINANCING","Trade ID: 81","EUR/JPY","","","","","","","","","-0.01350","","","","","","",""
"","2025-07-01 04:00:00 +07","DAILY_FINANCING","Trade ID: 70","USD/CAD","","","","","","","","","0.21640","","","","","","",""
"","2025-07-01 04:00:00 +07","DAILY_FINANCING","Trade ID: 85","USD/CAD","","","","","","","","","0.21410","","","","","","",""
"","2025-07-01 04:00:00 +07","DAILY_FINANCING","Trade ID: 83","USD/THB","","","","","","","","","-0.29060","","","","","","",""
"","2025-07-01 04:00:00 +07","DAILY_FINANCING","Trade ID: 72","AUD/USD","","","","","","","","","-0.49120","","","","","","",""
"89","2025-07-01 04:01:06 +07","MARKET_ORDER","CLIENT_ORDER","AUD/CAD","","31696.00","Buy","","","","","","","","","","","","",""
"90","2025-07-01 04:01:06 +07","ORDER_CANCEL","MARKET_HALTED","","","","","","","","","","","","","","","","",""
"91","2025-07-01 08:15:10 +07","MARKET_ORDER","CLIENT_ORDER","AUD/USD","","64901.00","Sell","","","","","","","","","","","","",""
"92","2025-07-01 08:15:10 +07","ORDER_FILL","MARKET_ORDER","AUD/USD","0.65710","64901.00","Sell","2.5960","","","","","0.00000","0.0000","0.0000","","","0.00000","","9471.23"
"93","2025-07-01 12:15:07 +07","MARKET_ORDER","CLIENT_ORDER","AUD/USD","","64760.00","Buy","","","","","","","","","","","","",""
"94","2025-07-01 12:15:07 +07","ORDER_FILL","MARKET_ORDER","AUD/USD","0.65772","64760.00","Buy","3.2380","","","","","0.00000","0.0000","0.0000","","","0.00000","","9471.23"
"95","2025-07-01 14:00:27 +07","MARKET_ORDER","CLIENT_ORDER","USD/THB","","873.00","Buy","","","","","","","","","","","","",""
"96","2025-07-01 14:00:27 +07","ORDER_FILL","MARKET_ORDER","USD/THB","32.54400","873.00","Buy","0.2549","","","","","0.00000","0.0000","0.0000","","","0.00000","","9471.23"
"97","2025-07-01 15:00:03 +07","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","30955.00","Buy","","","","","","","","","","","","",""
"98","2025-07-01 15:00:03 +07","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"99","2025-07-01 15:00:04 +07","MARKET_ORDER","CLIENT_ORDER","GBP/NZD","","12626.00","Sell","","","","","","","","","","","","",""
"100","2025-07-01 15:00:04 +07","ORDER_FILL","MARKET_ORDER","GBP/NZD","2.25168","12626.00","Sell","3.2799","","","","","0.00000","0.0000","0.0000","","","0.00000","","9471.23"
"101","2025-07-01 15:00:05 +07","MARKET_ORDER","CLIENT_ORDER","EUR/JPY","","169.00","Sell","","","","","","","","","","","","",""
"102","2025-07-01 15:00:05 +07","ORDER_FILL","MARKET_ORDER","EUR/JPY","168.59000","169.00","Sell","0.0159","","","","","0.00000","0.0000","0.0000","","","0.00000","","9471.23"
"103","2025-07-01 16:00:03 +07","MARKET_ORDER","CLIENT_ORDER","AUD/USD","","64660.00","Buy","","","","","","","","","","","","",""
"104","2025-07-01 16:00:03 +07","ORDER_FILL","MARKET_ORDER","AUD/USD","0.65874","64660.00","Buy","2.9097","","","","","0.00000","0.0000","0.0000","","","0.00000","","9471.23"
"105","2025-07-01 19:00:07 +07","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","30991.00","Sell","","","","","","","","","","","","",""
"106","2025-07-01 19:00:07 +07","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"107","2025-07-01 21:00:28 +07","MARKET_ORDER","CLIENT_ORDER","USD/CAD","","31220.00","Buy","","","","","","","","","","","","",""
"108","2025-07-01 21:00:28 +07","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"109","2025-07-01 22:00:31 +07","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","31083.00","Sell","","","","","","","","","","","","",""
"110","2025-07-01 22:00:31 +07","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"111","2025-07-02 03:00:21 +07","MARKET_ORDER","CLIENT_ORDER","ETH/USD","","2.00","Sell","","","","","","","","","","","","",""
"112","2025-07-02 03:00:21 +07","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"113","2025-07-02 03:00:29 +07","MARKET_ORDER","CLIENT_ORDER","EUR/JPY","","168.00","Buy","","","","","","","","","","","","",""
"114","2025-07-02 03:00:29 +07","ORDER_FILL","MARKET_ORDER","EUR/JPY","169.52100","168.00","Buy","0.0146","","","","","0.00000","0.0000","0.0000","","","0.00000","","9471.23"
"115","2025-07-02 04:00:00 +07","DAILY_FINANCING","","","","","","","","","","","-10.57270","","","","","","","9460.66"
"","2025-07-02 04:00:00 +07","DAILY_FINANCING","Trade ID: 76","EUR/USD","","","","","","","","","-3.71750","","","","","","",""
"","2025-07-02 04:00:00 +07","DAILY_FINANCING","Trade ID: 87","EUR/JPY","","","","","","","","","0.00480","","","","","","",""
"","2025-07-02 04:00:00 +07","DAILY_FINANCING","Trade ID: 114","EUR/JPY","","","","","","","","","0.00480","","","","","","",""
"","2025-07-02 04:00:00 +07","DAILY_FINANCING","Trade ID: 81","EUR/JPY","","","","","","","","","-0.01320","","","","","","",""
"","2025-07-02 04:00:00 +07","DAILY_FINANCING","Trade ID: 102","EUR/JPY","","","","","","","","","-0.01330","","","","","","",""
"","2025-07-02 04:00:00 +07","DAILY_FINANCING","Trade ID: 70","USD/CAD","","","","","","","","","0.91760","","","","","","",""
"","2025-07-02 04:00:00 +07","DAILY_FINANCING","Trade ID: 85","USD/CAD","","","","","","","","","-2.31200","","","","","","",""
"","2025-07-02 04:00:00 +07","DAILY_FINANCING","Trade ID: 96","USD/THB","","","","","","","","","-0.47520","","","","","","",""
"","2025-07-02 04:00:00 +07","DAILY_FINANCING","Trade ID: 83","USD/THB","","","","","","","","","-0.49100","","","","","","",""
"","2025-07-02 04:00:00 +07","DAILY_FINANCING","Trade ID: 100","GBP/NZD","","","","","","","","","-0.83150","","","","","","",""
"","2025-07-02 04:00:00 +07","DAILY_FINANCING","Trade ID: 94","AUD/USD","","","","","","","","","-1.40860","","","","","","",""
"","2025-07-02 04:00:00 +07","DAILY_FINANCING","Trade ID: 104","AUD/USD","","","","","","","","","-1.40640","","","","","","",""
"","2025-07-02 04:00:00 +07","DAILY_FINANCING","Trade ID: 72","AUD/USD","","","","","","","","","-0.41950","","","","","","",""
"","2025-07-02 04:00:00 +07","DAILY_FINANCING","Trade ID: 92","AUD/USD","","","","","","","","","-0.41170","","","","","","",""
"116","2025-07-02 04:01:08 +07","MARKET_ORDER","CLIENT_ORDER","AUD/CAD","","31565.00","Buy","","","","","","","","","","","","",""
"117","2025-07-02 04:01:08 +07","ORDER_CANCEL","MARKET_HALTED","","","","","","","","","","","","","","","","",""
"118","2025-07-02 09:15:12 +07","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","30998.00","Sell","","","","","","","","","","","","",""
"119","2025-07-02 09:15:12 +07","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"120","2025-07-02 11:03:08 +07","MARKET_ORDER","TRADE_CLOSE","AUD/USD","","66118.00","Buy","","","","","","","","","","","","",""
"121","2025-07-02 11:03:08 +07","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","AUD/USD","0.65793","66118.00","Buy","2.9753","","","","","0.00000","0.0000","0.0000","","1.0000","-296.86980","","9163.79"
"122","2025-07-02 11:03:22 +07","MARKET_ORDER","TRADE_CLOSE","AUD/USD","","64901.00","Buy","","","","","","","","","","","","",""
"123","2025-07-02 11:03:22 +07","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","AUD/USD","0.65793","64901.00","Buy","2.9205","","","","","0.00000","0.0000","0.0000","","1.0000","-53.86780","","9109.92"
"124","2025-07-02 11:03:46 +07","MARKET_ORDER","TRADE_CLOSE","EUR/JPY","","169.00","Buy","","","","","","","","","","","","",""
"125","2025-07-02 11:03:46 +07","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","EUR/JPY","169.35900","169.00","Buy","0.0165","","","","","0.00000","0.0000","0.0000","","0.0070","-0.91010","","9109.01"
"126","2025-07-02 11:03:49 +07","MARKET_ORDER","TRADE_CLOSE","EUR/JPY","","168.00","Sell","","","","","","","","","","","","",""
"127","2025-07-02 11:03:49 +07","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","EUR/JPY","169.33100","168.00","Sell","0.0158","","","","","0.00000","0.0000","0.0000","","0.0070","-0.22350","","9108.79"
"128","2025-07-02 11:08:12 +07","MARKET_ORDER","TRADE_CLOSE","EUR/JPY","","168.00","Buy","","","","","","","","","","","","",""
"129","2025-07-02 11:08:12 +07","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","EUR/JPY","169.36100","168.00","Buy","0.0164","","","","","0.00000","0.0000","0.0000","","0.0070","-0.50240","","9108.29"
"130","2025-07-02 11:08:58 +07","MARKET_ORDER","TRADE_CLOSE","USD/CAD","","31597.00","Sell","","","","","","","","","","","","",""
"131","2025-07-02 11:08:58 +07","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","USD/CAD","1.36478","31597.00","Sell","1.7363","","","","","0.00000","0.0000","0.0000","","0.7363","-32.34000","","9075.95"
"132","2025-07-02 11:10:21 +07","MARKET_ORDER","TRADE_CLOSE","USD/THB","","873.00","Sell","","","","","","","","","","","","",""
"133","2025-07-02 11:10:21 +07","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","USD/THB","32.43300","873.00","Sell","0.2422","","","","","0.00000","0.0000","0.0000","","0.0310","-3.00190","","9072.94"
"134","2025-07-02 11:15:15 +07","MARKET_ORDER","CLIENT_ORDER","AUD/USD","","61986.00","Buy","","","","","","","","","","","","",""
"135","2025-07-02 11:15:15 +07","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"136","2025-07-02 14:00:17 +07","MARKET_ORDER","CLIENT_ORDER","AUD/USD","","62181.00","Sell","","","","","","","","","","","","",""
"137","2025-07-02 14:00:17 +07","ORDER_FILL","MARKET_ORDER","AUD/USD","0.65700","62181.00","Sell","2.4872","","","","","0.00000","0.0000","0.0000","","","0.00000","","9072.94"
"138","2025-07-02 18:34:40 +07","MARGIN_CALL_ENTER","","","","","","","","","","","","","","","","","",""
"139","2025-07-02 19:00:06 +07","MARKET_ORDER","CLIENT_ORDER","AUD/USD","","62342.00","Sell","","","","","","","","","","","","",""
"140","2025-07-02 19:00:06 +07","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"141","2025-07-02 20:00:11 +07","MARKET_ORDER","CLIENT_ORDER","NZD/USD","","67508.00","Sell","","","","","","","","","","","","",""
"142","2025-07-02 20:00:11 +07","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"143","2025-07-02 23:00:07 +07","MARKET_ORDER","CLIENT_ORDER","USD/CAD","","29981.00","Sell","","","","","","","","","","","","",""
"144","2025-07-02 23:00:07 +07","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"145","2025-07-02 23:00:09 +07","MARKET_ORDER","CLIENT_ORDER","USD/THB","","841.00","Sell","","","","","","","","","","","","",""
"146","2025-07-02 23:00:09 +07","ORDER_FILL","MARKET_ORDER","USD/THB","32.36800","841.00","Sell","0.2987","","","","","0.00000","0.0000","0.0000","","","0.00000","","9072.94"
"147","2025-07-02 23:00:10 +07","MARKET_ORDER","CLIENT_ORDER","ETH/USD","","2.00","Buy","","","","","","","","","","","","",""
"148","2025-07-02 23:00:10 +07","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
